date,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,relative_humidity,rainfall_mm,snowfall_mm
2020-05-10,Netherlands,179,16,42540,5429,,,,,17282163,12.854167,7.444444,21.701389,70.309772,0.1016,
2020-05-10,Lithuania,9,3,1418,39,,,,,2794184,12.309524,3.420635,19.222222,57.264264,0,
2020-05-10,United Kingdom,2337,348,210087,33040,,,,,66647112,5.580247,1.487654,9.876543,72.020859,0.296333,
2020-05-10,Hungary,29,4,3313,425,,,,,9772756,19.351852,11.123457,25.666667,47.195157,0,
2020-05-10,Turkey,1542,47,138657,3786,,,,,82003882,14.283333,4.688889,18.472222,44.764975,0,
2020-05-10,Latvia,4,1,950,19,,,,,1919968,13.166667,1,20,51.309017,0,
2020-05-10,Slovakia,8,1,1465,27,,,,,5450421,10.845679,5.530864,15.364198,63.351171,0.084667,753.533333
2020-05-10,Greece,10,0,2726,151,,,,,10724599,19,10.961111,25.555556,54.628425,0,
2020-05-10,Bosnia and Herzegovina,24,6,2141,113,,,,,3280815,14.920635,7.174603,20.920635,57.839416,0,
2020-05-10,Romania,231,22,15362,961,,,,,19414458,14.088889,4.75,22.45,55.479264,0,1229.36
2020-05-10,Finland,82,1,5962,292,,,,,5517919,4.194444,-3.961111,8.955556,65.794951,0.254,10.16
2020-05-10,Switzerland,15,7,30332,1689,,,,,8544527,14.537037,10.098765,19.697531,69.934257,8.454571,20.32
2020-05-10,Georgia,1,1,639,11,,,,,3989175,,,,,,
2020-05-10,Bulgaria,25,2,1990,93,,,,,7000039,19.04321,8.604938,27.765432,54.725206,0,
2020-05-10,San Marino,10,0,649,41,,,,,33938,18.919753,12.709877,24.345679,62.094278,0,
2020-05-10,Ireland,139,11,23135,1497,,,,,4904240,9.465278,4.472222,12.423611,72.831661,0,
2020-05-10,Albania,4,0,834,30,,,,,2862427,16.506173,8.308642,22.444444,52.283302,0,
2020-05-10,Austria,15,3,15858,698,,,,,8858775,15.011111,11.194444,20.977778,79.512818,1.3462,
2020-05-10,Vatican City,0,0,12,0,,,,,809,19.492063,14.865079,24.071429,55.604696,9.144,
2020-05-10,Croatia,9,1,2196,91,,,,,4076246,17.872222,10.261111,23.194444,48.741183,0,
2020-05-10,Ukraine,522,15,15232,391,,,,,43733759,14.847222,7.791667,21.861111,52.835143,0,
2020-05-10,Faroe Islands,0,0,187,0,,,,,48865,1.296296,-1.592593,4,63.517031,0.508,
2020-05-10,Slovenia,3,0,1460,102,,,,,2080908,16.805556,10.255556,23.216667,50.708449,0,
2020-05-11,Malta,2,1,508,6,,,,,493559,19.654321,16.179012,24.098765,78.220379,0,
2020-05-11,Finland,22,2,5984,294,,,,,5517919,1.033333,-1.255556,7.022222,88.729309,5.461,20.32
2020-05-11,Georgia,3,0,642,11,,,,,3989175,,,,,,
2020-05-11,San Marino,0,0,649,41,,,,,33938,19.044444,14.855556,24.15,64.700595,2.794,
2020-05-11,Turkey,1114,55,139771,3841,,,,,82003882,17.711111,6.844444,22.727778,41.652664,0,
2020-05-11,Denmark,56,4,10602,529,,,,,5806081,6.494444,2.877778,10.188889,53.341147,0.084667,
2020-05-11,Macedonia,10,1,1674,92,,,,,2077132,,,,,,
2020-05-11,Latvia,1,0,951,19,,,,,1919968,7.388889,4,13.777778,72.267291,,
2020-05-11,Albania,4,0,838,30,,,,,2862427,19.45679,8.962963,26.419753,46.137063,0,
2020-05-11,Monaco,0,0,66,1,,,,,39244,12.944444,8.253968,16.674603,87.526374,49.9364,
2020-05-11,Croatia,11,0,2207,91,,,,,4076246,16.933333,11.9,21.394444,57.006163,0,
2020-05-11,Bulgaria,33,2,2023,95,,,,,7000039,22.135802,14.17284,30.401235,53.54769,0,
2020-05-11,Switzerland,47,3,30379,1692,,,,,8544527,9.944444,1.938272,14.641975,80.62529,0.108857,10.16
2020-05-11,Slovakia,4,0,1469,27,,,,,5450421,11.759259,7.351852,16.493827,65.285494,0.818444,662.94
2020-05-11,Gibraltar,1,0,139,0,,,,,33691,18.808642,15.04321,23.271605,71.109363,2.144889,
2020-05-11,Germany,855,34,172000,8837,,,,,83019213,5.783333,2.577778,11.038889,74.763941,3.937,
2020-05-11,Norway,25,7,8143,224,,,,,5328212,2.222222,-0.18254,4.785714,84.258716,1.9685,
2020-05-11,Iceland,0,0,1801,10,,,,,356991,1.819444,-2.159722,5.340278,81.482194,0,
2020-05-11,Andorra,3,0,759,48,,,,,77265,9.407407,5.833333,14.240741,87.856006,51.900667,
2020-05-11,Faroe Islands,0,0,187,0,,,,,48865,4.481481,0.259259,8.5,69.312808,0.254,
2020-05-11,Austria,65,3,15923,701,,,,,8858775,13.561111,5.744444,21.361111,74.983905,3.2004,
2020-05-11,Belarus,1934,14,25840,149,,,,,9449321,17.487654,5.722222,25.901235,49.899096,0.145143,
2020-05-11,Portugal,98,9,27679,1144,,,,,10276617,16.240741,13.768519,18.703704,86.113463,10.7696,
2020-05-11,Slovenia,1,0,1461,102,,,,,2080908,15.372222,11.338889,19.45,65.162151,0,
2020-05-11,Bosnia and Herzegovina,17,4,2158,117,,,,,3280815,16.465278,7.819444,22.201389,46.17232,0,
2020-05-11,United Kingdom,3612,309,213699,33349,,,,,66647112,4.811111,0.244444,8.888889,63.190558,0.326571,
2020-05-11,Luxembourg,4,1,3123,102,,,,,613894,5.5,1.905556,10.094444,63.524328,2.177143,
2020-05-11,Hungary,28,5,3341,430,,,,,9772756,19.851852,12.444444,25.290123,46.734071,0,
2020-05-11,Lithuania,13,0,1431,39,,,,,2794184,9.753968,1.507937,16.611111,80.510378,4.783667,
2020-05-11,France,456,178,139328,16820,,,,,67012883,9.311111,4.322222,18.644444,85.606356,16.876889,
2020-05-11,Greece,18,1,2744,152,,,,,10724599,20.416667,13.911111,26.711111,55.420571,0,
2020-05-11,Armenia,180,1,3718,48,,,,,2963234,7.95,0.966667,15.911111,66.601952,5.2578,
2020-05-11,Vatican City,0,0,12,0,,,,,809,19.222222,14.444444,22.91358,70.408147,0.381,
2020-05-11,Ireland,107,12,23242,1509,,,,,4904240,6.3125,0.520833,11.027778,56.451462,0,
2020-05-11,Czech Republic,58,2,8207,282,,,,,10649800,12.422222,2.727778,21.311111,80.968251,0.3556,
2020-05-11,Spain,1450,122,234886,27888,,,,,46937060,14.746914,10.395062,19.395062,66.838698,0.127,
2020-05-11,Cyprus,2,0,903,16,,,,,875899,20.930556,13.222222,25.645833,62.180853,0,
2020-05-11,Russia,10899,107,232243,2116,,,,,145934460,7.611111,1.425926,14.907407,65.612359,2.624667,309.88
2020-05-11,Romania,226,21,15588,982,,,,,19414458,17.955556,8.972222,25.5,52.781428,11.9888,1109.98
2020-05-11,Italy,744,179,219814,30739,,,,,60359546,17.944444,13.759259,21.055556,65.337194,0.254,
2020-05-11,Ukraine,416,17,15648,408,,,,,43733759,19.347222,8.097222,27.347222,42.0336,0,
2020-05-11,Belgium,476,47,54715,8825,,,,,11455519,8,3.855556,12.4,54.140534,1.185333,
2020-05-11,Sweden,455,65,27308,3705,,,,,10230185,2,-3.844444,8.05,55.942461,7.5565,
2020-05-11,Netherlands,195,56,42735,5485,,,,,17282163,8.166667,4.041667,11.701389,53.341864,0.084667,
2020-05-11,Estonia,5,0,1742,61,,,,,1324820,7.227778,1.394444,18.566667,72.50821,11.049,
2020-05-12,Greece,16,3,2760,155,,,,,10724599,22.677778,15.272222,30.25,46.364082,0,
2020-05-12,Cyprus,2,1,905,17,,,,,875899,21.215278,14.263889,26.597222,58.795718,0,
2020-05-12,Romania,190,20,15778,1002,,,,,19414458,14.522222,7.394444,21.972222,64.868611,0.1016,
2020-05-12,Faroe Islands,0,0,187,0,,,,,48865,1.703704,-0.5,3.592593,70.4905,1.778,
2020-05-12,France,708,183,140036,17003,,,,,67012883,9.061111,3.961111,13.4,66.580712,7.366,
2020-05-12,Estonia,6,0,1748,61,,,,,1324820,5.055556,-0.05,9.866667,57.864998,0,
2020-05-12,Albania,4,0,842,30,,,,,2862427,19.648148,13.82716,24.253086,52.770534,0,
2020-05-12,Slovakia,8,0,1477,27,,,,,5450421,0.734568,-2.709877,8.41358,70.04679,1.806222,474.98
2020-05-12,Bulgaria,46,1,2069,96,,,,,7000039,22.475309,15.333333,29.234568,48.118519,0,
2020-05-12,Iceland,1,0,1802,10,,,,,356991,-0.166667,-4.861111,4.444444,76.778161,0,
2020-05-12,Macedonia,20,3,1694,95,,,,,2077132,,,,,,
2020-05-12,Austria,38,1,15961,702,,,,,8858775,5.516667,2.233333,11.905556,75.208478,5.9436,74.93
2020-05-12,Belarus,0,0,25840,149,,,,,9449321,8.611111,2,17.5,75.541779,,
2020-05-12,Finland,19,2,6003,296,,,,,5517919,1.866667,-3.366667,6.077778,64.51569,0.338667,12.192
2020-05-12,United Kingdom,3410,321,217109,33670,,,,,66647112,6.622222,0.188889,12.888889,65.889298,0.127,
2020-05-12,Russia,10028,96,242271,2212,,,,,145934460,3.388889,-1.703704,8.12963,67.152757,0.254,279.4
2020-05-12,Lithuania,9,0,1440,39,,,,,2794184,3.690476,-0.230159,8.809524,74.264921,13.2588,20.32
2020-05-12,Portugal,234,19,27913,1163,,,,,10276617,16.126984,13.587302,19.119048,79.562396,2.794,
2020-05-12,Andorra,2,1,761,49,,,,,77265,11.37037,6.074074,15.37037,84.620399,17.695333,
2020-05-12,Spain,738,114,235624,28002,,,,,46937060,12.296296,9.746914,16.222222,87.678222,1.11125,
2020-05-12,Hungary,39,6,3380,436,,,,,9772756,10.049383,2.962963,16.290123,56.470947,0.3175,
2020-05-12,Slovenia,2,1,1463,103,,,,,2080908,8.527778,5.688889,13.894444,88.422317,4.789714,
2020-05-12,Croatia,6,3,2213,94,,,,,4076246,10.038889,7.061111,15.466667,87.57503,13.010444,10.16
2020-05-12,Norway,19,4,8162,228,,,,,5328212,2.283951,-0.641975,5.574074,76.825107,1.524,
2020-05-12,Denmark,65,7,10667,536,,,,,5806081,5.972222,2.188889,9.833333,67.908415,0,
2020-05-12,Armenia,142,1,3860,49,,,,,2963234,10.127778,2.088889,18.966667,63.621983,0,
2020-05-12,Malta,14,0,522,6,,,,,493559,20.981481,14.41358,27.740741,56.32672,0,
2020-05-12,Monaco,0,0,66,1,,,,,39244,15.150794,11.642857,18.34127,83.698705,9.652,
2020-05-12,Ukraine,375,17,16023,425,,,,,43733759,13.527778,6.305556,20.361111,61.965403,4.6355,
2020-05-12,Ireland,159,6,23401,1515,,,,,4904240,7.083333,-0.694444,12.3125,68.3523,0.03175,
2020-05-12,Georgia,10,0,652,11,,,,,3989175,,,,,,
2020-05-12,Germany,913,27,172913,8864,,,,,83019213,6.961111,1.6,10.577778,57.846282,0.1524,
2020-05-12,Belgium,395,60,55110,8885,,,,,11455519,7.216667,1.294444,11.972222,59.057866,0,
2020-05-12,Gibraltar,0,0,139,0,,,,,33691,16.308642,13.716049,19.753086,80.25355,9.369778,
2020-05-12,Luxembourg,7,1,3130,103,,,,,613894,5.461111,-1.266667,10.911111,56.620621,0,
2020-05-12,Czech Republic,45,3,8252,285,,,,,10649800,5.416667,0.633333,10.983333,59.260694,10.5664,10.16
2020-05-12,Bosnia and Herzegovina,23,3,2181,120,,,,,3280815,13.618056,9.638889,19.548611,72.045237,0.471714,
2020-05-12,Vatican City,0,0,12,0,,,,,809,20.080247,15.401235,23.660494,69.057317,0,
2020-05-12,Turkey,1704,53,141475,3894,,,,,82003882,22.194444,9.866667,27.927778,38.570619,0,
2020-05-12,Sweden,754,61,28062,3766,,,,,10230185,0.766667,-4.305556,6.15,75.168441,0.15875,
2020-05-12,Latvia,11,0,962,19,,,,,1919968,5.388889,0,9.388889,55.879747,,
2020-05-12,San Marino,0,0,649,41,,,,,33938,19.338889,15.366667,24.2,68.58287,1.834444,
2020-05-12,Switzerland,42,1,30421,1693,,,,,8544527,4.685185,1.104938,7.790123,86.054404,9.289143,10.16
2020-05-12,Netherlands,223,49,42958,5534,,,,,17282163,7.506944,1.006944,12.076389,65.669634,0.381,
2020-05-12,Italy,1402,172,221216,30911,,,,,60359546,18.098765,14.617284,21.092593,71.757316,0.889,
2020-05-13,Belarus,932,2,26772,151,,,,,9449321,6.833333,-0.444444,11.84127,60.318348,0,
2020-05-13,United Kingdom,3330,317,220439,33987,,,,,66647112,4.422222,-0.383333,8.227778,66.639023,0.4445,
2020-05-13,Luxembourg,9,0,3139,103,,,,,613894,6.983333,1.088889,11.727778,58.219368,0,
2020-05-13,Spain,805,87,236429,28089,,,,,46937060,13.685185,9.234568,18.691358,71.415889,14.929556,
2020-05-13,Slovakia,3,0,1480,27,,,,,5450421,2.345679,-4.197531,6.95679,79.971299,0.169333,616.373333
2020-05-13,France,507,98,140543,17101,,,,,67012883,9.677778,7.3,12.9,77.197076,0.056444,
2020-05-13,Cyprus,2,0,907,17,,,,,875899,21.972222,13.972222,26.770833,47.574517,0,
2020-05-13,Russia,9974,93,252245,2305,,,,,145934460,5.407407,-3.240741,10.833333,45.343898,0,238.76
2020-05-13,Lithuania,12,2,1452,41,,,,,2794184,5.055556,1.349206,7.992063,75.710836,4.106333,
2020-05-13,Ukraine,402,14,16425,439,,,,,43733759,9.569444,2.861111,15.305556,45.155601,0,
2020-05-13,Bulgaria,31,3,2100,99,,,,,7000039,18.08642,10.845679,25.098765,60.554383,0,
2020-05-13,Vatican City,0,0,12,0,,,,,809,21.401235,14.123457,27.41358,59.102744,0,
2020-05-13,Albania,18,0,860,30,,,,,2862427,20.635802,10.876543,27.82716,47.894378,0,
2020-05-13,Belgium,321,46,55431,8931,,,,,11455519,8.344444,2.511111,13.522222,58.876549,0,
2020-05-13,Finland,51,0,6054,296,,,,,5517919,2.905556,-4.438889,8.338889,55.046341,0,10.16
2020-05-13,San Marino,0,0,649,41,,,,,33938,19.155556,13.305556,23.805556,69.186593,0,
2020-05-13,Gibraltar,0,0,139,0,,,,,33691,16.32716,13.148148,20.62963,75.617199,9.764889,
2020-05-13,Italy,888,195,222104,31106,,,,,60359546,20.08642,13.635802,25.04321,57.149057,0,
2020-05-13,Sweden,698,50,28760,3816,,,,,10230185,2.944444,-2.711111,8.461111,48.92337,2.7305,
2020-05-13,Hungary,37,6,3417,442,,,,,9772756,11.339506,1.58642,19.141975,66.855066,0.127,
2020-05-13,Germany,808,20,173721,8884,,,,,83019213,9.361111,4.022222,12.75,54.111279,0,
2020-05-13,Romania,224,34,16002,1036,,,,,19414458,12.461111,4.088889,20.061111,66.854657,0.5588,939.8
2020-05-13,Andorra,0,0,761,49,,,,,77265,11.648148,6.12963,16.722222,89.605284,4.656667,10.16
2020-05-13,Turkey,1639,58,143114,3952,,,,,82003882,22.061111,13.066667,26.75,36.919262,0,
2020-05-13,Norway,19,1,8181,229,,,,,5328212,1.469136,-0.969136,4.148148,81.859801,1.100667,
2020-05-13,Macedonia,29,0,1723,95,,,,,2077132,,,,,,
2020-05-13,Faroe Islands,0,0,187,0,,,,,48865,3.981481,1.259259,7.666667,71.242268,0,
2020-05-13,Ireland,426,15,23827,1530,,,,,4904240,7.118056,1.875,11.1875,64.600098,0,
2020-05-13,Latvia,8,0,970,19,,,,,1919968,6.277778,0,11,60.630077,,
2020-05-13,Greece,10,1,2770,156,,,,,10724599,22.083333,13.838889,30.2,45.900524,0,
2020-05-13,Austria,52,3,16013,705,,,,,8858775,9.216667,3.638889,13.533333,76.491069,0.649111,
2020-05-13,Denmark,61,5,10728,541,,,,,5806081,6.138889,1.127778,11.011111,58.761671,0.874889,
2020-05-13,Monaco,0,0,66,1,,,,,39244,14.944444,12.722222,16.769841,84.424083,0.254,
2020-05-13,Iceland,0,0,1802,10,,,,,356991,2.694444,-1.4375,6.4375,78.472661,0,
2020-05-13,Switzerland,37,1,30458,1694,,,,,8544527,7.864198,5.148148,10.771605,89.423052,0.362857,
2020-05-13,Netherlands,274,29,43232,5563,,,,,17282163,7.076389,1.583333,11.569444,66.062405,0.381,
2020-05-13,Portugal,219,12,28132,1175,,,,,10276617,14.119048,12.388889,15.873016,89.754766,7.6708,
2020-05-13,Slovenia,1,0,1464,103,,,,,2080908,13.144444,5.872222,19.922222,80.717938,14.449778,10.16
2020-05-13,Georgia,19,1,671,12,,,,,3989175,,,,,,
2020-05-13,Czech Republic,52,4,8304,289,,,,,10649800,7.1,1.272222,11.311111,73.157641,0,
2020-05-13,Estonia,7,1,1755,62,,,,,1324820,4.044444,-0.855556,9.722222,76.139219,2.159,
2020-05-13,Malta,10,0,532,6,,,,,493559,21.098765,16.111111,26.481481,65.733083,0,
2020-05-13,Armenia,184,3,4044,52,,,,,2963234,12.472222,5.933333,20.672222,66.333369,0.197556,
2020-05-13,Croatia,8,0,2221,94,,,,,4076246,15.2,7.4,21.611111,71.215351,6.731,
2020-05-13,Bosnia and Herzegovina,37,2,2218,122,,,,,3280815,18.12963,8.54321,22.839506,56.494291,2.032,
2020-05-14,Belgium,305,47,55736,8978,,,,,11455519,8.366667,1.822222,14,50.697926,0.0254,
2020-05-14,Ireland,129,7,23956,1537,,,,,4904240,7.604167,-1.243056,14.486111,62.857542,0,
2020-05-14,Spain,787,87,237216,28176,,,,,46937060,11.919753,9.240741,15.611111,77.780953,4.0005,
2020-05-14,Albania,35,0,895,30,,,,,2862427,24.191358,15.598765,31.919753,40.320047,0,
2020-05-14,Bulgaria,38,3,2138,102,,,,,7000039,20.475309,11.808642,28.753086,64.402827,0,
2020-05-14,Luxembourg,3,1,3142,104,,,,,613894,6.788889,1.094444,11.922222,56.20389,0,
2020-05-14,Macedonia,17,2,1740,97,,,,,2077132,,,,,,
2020-05-14,Monaco,0,0,66,1,,,,,39244,16.420635,10.603175,20.531746,76.737627,0.616857,
2020-05-14,Netherlands,202,54,43434,5617,,,,,17282163,7.097222,0.222222,12.576389,60.76437,0.28575,
2020-05-14,Portugal,187,9,28319,1184,,,,,10276617,13.579365,10.84127,16.539683,87.662821,9.652,
2020-05-14,Iceland,0,0,1802,10,,,,,356991,2.673611,0.652778,6.041667,88.052612,0,
2020-05-14,Malta,14,0,546,6,,,,,493559,23.901235,18.734568,28.598765,58.5329,0,
2020-05-14,Hungary,56,6,3473,448,,,,,9772756,14.487654,8.450617,19.753086,63.484609,0,
2020-05-14,Romania,245,17,16247,1053,,,,,19414458,17.238889,10.172222,24.427778,63.32711,0.127,861.06
2020-05-14,Germany,728,31,174449,8915,,,,,83019213,9.15,5,13.1,57.550754,0,
2020-05-14,Gibraltar,0,0,139,0,,,,,33691,16.076389,12.659722,19.881944,76.569482,16.09725,
2020-05-14,Lithuania,14,1,1466,42,,,,,2794184,6.166667,0.293651,10.52381,59.821435,0,
2020-05-14,Russia,10598,113,262843,2418,,,,,145934460,4.518519,-2.37037,8.518519,45.575708,0,238.76
2020-05-14,Finland,91,1,6145,297,,,,,5517919,3.094444,-3.283333,7.438889,54.325741,0,10.16
2020-05-14,France,622,123,141165,17224,,,,,67012883,11.2,6.7,16.066667,64.913207,4.4958,
2020-05-14,Switzerland,37,2,30495,1696,,,,,8544527,7.271605,5.932099,8.925926,92.010699,3.374571,
2020-05-14,Czech Republic,82,3,8386,292,,,,,10649800,8.883333,5.944444,12.727778,78.344683,7.6454,10.16
2020-05-14,Norway,24,3,8205,232,,,,,5328212,1.623457,-0.574074,3.895062,82.754544,2.413,
2020-05-14,Armenia,239,3,4283,55,,,,,2963234,13.477778,7.394444,21.172222,61.096354,0.9144,
2020-05-14,Bosnia and Herzegovina,18,6,2236,128,,,,,3280815,20.486111,15.930556,23.743056,47.813476,0.979714,
2020-05-14,San Marino,5,0,654,41,,,,,33938,20.3,15.961111,25.4,75.185354,0.169333,
2020-05-14,Ukraine,422,17,16847,456,,,,,43733759,13.305556,8.097222,22.583333,62.911287,3.4925,
2020-05-14,Belarus,958,5,27730,156,,,,,9449321,6.703704,1.537037,11.938272,60.039469,0,
2020-05-14,Sweden,657,46,29417,3862,,,,,10230185,3.2,-3.35,8.788889,47.877951,0,
2020-05-14,Turkey,1635,55,144749,4007,,,,,82003882,22.233333,11.705556,27.333333,38.448734,0,
2020-05-14,Italy,992,262,223096,31368,,,,,60359546,21.580247,16.777778,26.388889,62.589052,0.03175,
2020-05-14,Vatican City,0,0,12,0,,,,,809,22.734568,17.08642,27.771605,62.81726,0,
2020-05-14,Georgia,6,0,677,12,,,,,3989175,,,,,,
2020-05-14,Andorra,0,0,761,49,,,,,77265,11.291667,6.944444,14.583333,89.657753,5.0165,
2020-05-14,Cyprus,3,0,910,17,,,,,875899,24.5625,15.916667,32.013889,46.625948,0,
2020-05-14,Denmark,89,0,10817,541,,,,,5806081,6.966667,1.333333,11.594444,62.651043,0.056444,
2020-05-14,Greece,40,4,2810,160,,,,,10724599,22.6,14.5,30.188889,50.123289,0,
2020-05-14,Slovenia,1,0,1465,103,,,,,2080908,17.05,10.705556,24.222222,67.411264,0,
2020-05-14,Slovakia,13,1,1493,28,,,,,5450421,4.037037,0.617284,6.820988,89.366658,9.256889,533.4
2020-05-14,Estonia,8,1,1763,63,,,,,1324820,4.922222,0.005556,10.122222,68.824547,0.508,
2020-05-14,Croatia,1,1,2222,95,,,,,4076246,18.994444,12.55,24.227778,65.262065,0,
2020-05-14,Austria,54,4,16067,709,,,,,8858775,9.344444,7.655556,12.261111,84.529819,1.5748,
2020-05-14,Faroe Islands,0,0,187,0,,,,,48865,6.462963,3.407407,11.166667,79.714524,0,
2020-05-14,United Kingdom,2630,334,223069,34321,,,,,66647112,7.427778,-0.9,13.588889,60.358971,0,
2020-05-14,Latvia,27,0,997,19,,,,,1919968,5.333333,-1,10.277778,66.853354,,
2020-05-15,Ukraine,483,20,17330,476,,,,,43733759,12.111111,6.597222,16.375,56.716234,2.413,
2020-05-15,Germany,462,20,174911,8935,,,,,83019213,10.2,4.2,14.5,50.940185,0,
2020-05-15,Vatican City,0,0,12,0,,,,,809,20.611111,17.12963,23.820988,60.079985,0,
2020-05-15,Bosnia and Herzegovina,31,1,2267,129,,,,,3280815,21.618056,13.618056,25.138889,48.861108,0.4445,
2020-05-15,Belgium,346,29,56082,9007,,,,,11455519,9.494444,2.472222,15.638889,53.167636,0,
2020-05-15,Monaco,0,0,66,1,,,,,39244,15.579365,9.785714,18.936508,84.192806,7.874,
2020-05-15,France,563,118,141728,17342,,,,,67012883,12.511111,6.694444,18.522222,56.794356,0,
2020-05-15,Albania,13,0,908,30,,,,,2862427,24.950617,18.271605,31.154321,35.95937,0,
2020-05-15,Denmark,34,6,10851,547,,,,,5806081,8.805556,5.211111,12.594444,75.394206,0.41275,
2020-05-15,Ireland,92,14,24048,1551,,,,,4904240,8.902778,3.0625,12.951389,69.810507,0,
2020-05-15,Netherlands,194,25,43628,5642,,,,,17282163,8.416667,-0.298611,14.381944,68.239766,0.0635,
2020-05-15,Russia,9200,119,272043,2537,,,,,145934460,6.037037,-0.796296,10.12963,49.099543,0,220.98
2020-05-15,Bulgaria,73,6,2211,108,,,,,7000039,23.222222,15.364198,31.802469,66.105877,0,
2020-05-15,Italy,789,242,223885,31610,,,,,60359546,18.709877,15.493827,21.388889,62.469995,0.028222,
2020-05-15,Finland,83,2,6228,299,,,,,5517919,2.377778,-1.966667,6.433333,68.436398,0.296333,10.16
2020-05-15,Slovenia,0,0,1465,103,,,,,2080908,12.994444,8.983333,17.833333,75.699016,0.508,
2020-05-15,Faroe Islands,0,0,187,0,,,,,48865,5.111111,3.074074,6.796296,66.055406,0.254,
2020-05-15,Portugal,264,6,28583,1190,,,,,10276617,16.119048,11.603175,21.293651,80.904196,6.477,
2020-05-15,Czech Republic,55,2,8441,294,,,,,10649800,7.938889,4.172222,10.855556,77.94482,0.2032,10.16
2020-05-15,Romania,190,17,16437,1070,,,,,19414458,18.866667,10,26.6,58.557333,0.0762,789.94
2020-05-15,Greece,9,2,2819,162,,,,,10724599,24.883333,16.594444,33.361111,44.124386,0,
2020-05-15,Switzerland,41,5,30536,1701,,,,,8544527,6.962963,5.598765,8.197531,90.213628,1.161143,
2020-05-15,Cyprus,4,0,914,17,,,,,875899,29.159722,20.527778,35.159722,29.753506,0,
2020-05-15,Latvia,11,1,1008,20,,,,,1919968,6.944444,1,11,78.095724,,
2020-05-15,Hungary,36,3,3509,451,,,,,9772756,12.901235,9.314815,19.123457,69.149095,0.41275,
2020-05-15,Gibraltar,0,0,139,0,,,,,33691,16.574074,13.506173,20.04321,74.817373,9.4615,
2020-05-15,Croatia,2,0,2224,95,,,,,4076246,16.594444,11.372222,21.766667,65.443132,0.056444,
2020-05-15,Austria,81,0,16148,709,,,,,8858775,7.45,6.116667,10.222222,87.258791,8.1788,299.72
2020-05-15,San Marino,0,0,654,41,,,,,33938,20.35,15.705556,24.222222,62.318244,0.127,
2020-05-15,Armenia,189,5,4472,60,,,,,2963234,14.766667,6.85,23.522222,60.892485,0.0254,
2020-05-15,Norway,23,0,8228,232,,,,,5328212,2.166667,-0.62963,5.154321,83.710008,1.905,
2020-05-15,Macedonia,22,1,1762,98,,,,,2077132,,,,,,
2020-05-15,Spain,798,77,238014,28253,,,,,46937060,12.876543,9.006173,18.506173,79.715424,4.826,
2020-05-15,Slovakia,1,0,1494,28,,,,,5450421,1.833333,-1.061728,4.32716,92.509431,3.217333,720.09
2020-05-15,United Kingdom,2530,314,225599,34635,,,,,66647112,9.094444,3.616667,13.405556,65.43294,0,
2020-05-15,Sweden,688,58,30105,3920,,,,,10230185,4.094444,-3.572222,9.155556,49.808654,0.056444,
2020-05-15,Andorra,0,2,761,51,,,,,77265,11.777778,7.25,16.305556,87.370594,16.3195,
2020-05-15,Luxembourg,5,1,3147,105,,,,,613894,8.272222,1.338889,14.055556,51.108174,0,
2020-05-15,Malta,7,0,553,6,,,,,493559,24.030864,18.993827,28.808642,61.529236,0,
2020-05-15,Turkey,1708,48,146457,4055,,,,,82003882,24.416667,12.583333,29.894444,36.873629,0,
2020-05-15,Belarus,951,4,28681,160,,,,,9449321,8.825397,0.547619,14.706349,49.043224,0,
2020-05-15,Iceland,0,0,1802,10,,,,,356991,-0.25,-2.951389,2.013889,69.150352,0,
2020-05-15,Estonia,4,0,1767,63,,,,,1324820,5.255556,-0.377778,10.5,70.745148,0,
2020-05-15,Lithuania,10,1,1476,43,,,,,2794184,8.02381,1.079365,12.52381,59.521317,0.0635,
2020-05-15,Georgia,18,0,695,12,,,,,3989175,,,,,,
2020-05-16,Macedonia,30,3,1792,101,,,,,2077132,,,,,,
2020-05-16,Bulgaria,24,2,2235,110,,,,,7000039,22.296296,15.845679,28.574074,58.853241,0,
2020-05-16,Armenia,351,1,4823,61,,,,,2963234,16.911111,8.938889,25.422222,55.843056,0,
2020-05-16,Cyprus,2,0,916,17,,,,,875899,31.263889,23.034722,37.618056,28.193623,0,
2020-05-16,Malta,5,0,558,6,,,,,493559,24.462963,19.839506,29.993827,58.089566,0,
2020-05-16,Finland,58,0,6286,299,,,,,5517919,3.55,-3.127778,8.438889,64.516437,0.254,10.16
2020-05-16,Turkey,1610,41,148067,4096,,,,,82003882,26.616667,14.522222,32.277778,31.03498,0,
2020-05-16,Lithuania,6,2,1482,45,,,,,2794184,9.325397,6.984127,11.809524,69.851456,2.1336,
2020-05-16,Croatia,2,0,2226,95,,,,,4076246,13.15,8.705556,16.061111,72.003649,3.922889,20.32
2020-05-16,Latvia,1,1,1009,21,,,,,1919968,7.388889,5,11,88.14869,,
2020-05-16,Netherlands,125,11,43753,5653,,,,,17282163,10.340278,3.708333,15.805556,70.753836,0,
2020-05-16,Belgium,147,32,56229,9039,,,,,11455519,11.038889,3.683333,17.133333,56.801814,0.0254,
